Animal	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C13.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C14.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C15.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C16.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C17.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C18.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C19.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C20.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C21.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C22.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C23.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M019C24.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C01.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C02.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C03.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C04.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C05.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C06.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C07.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C08.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C09.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C10.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C11.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C12.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C13.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C14.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C15.txt	R58H05QF2-A_x_QUASdTRPA1-7_5xiso_MH421_442R2M024C16.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C01.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C02.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C03.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C04.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C05.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C06.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C07.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C08.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C09.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C10.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C11.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C12.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C13.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C14.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C15.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M020C16.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C17.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C18.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C19.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C20.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C21.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C22.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C23.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C24.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C25.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C26.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C27.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C28.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C29.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C30.txt	iso31_x_QUASdTRPA1-7_5xiso_MH421_442R2M040C31.txt
1.714583333	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	0	0	1	1	1		0	1			0	1	1	1	1	0	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.715277778	1	1	1	1	1	1	1	1	1	1	1	0		1	1	1	1	1	1	0	1	1	1	1		0	1			0	1	1	1	1	0	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.715972222	1	1	1	1	1	1	1	1	1	1	1	0		1	1	1	1	1	1	0	1	1	1	1		0	1			1	1	1	1	1	0	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.716666667	1	1	1	1	1	1	1	1	1	1	1	0		1	1	1	1	1	1	1	1	1	1	1		0	1			1	1	1	1	1	0	1	1	1	1	1	1	0	1		1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
1.717361111	1	1	1	1	1	1	1	1	1	1	1	0		1	1	1	1	1	1	1	1	1	1	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.718055556	1	1	1	1	1	1	1	1	1	1	1	0		1	1	1	1	1	1	1	1	1	1	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.71875	1	1	1	1	1	1	1	1	1	1	1	0		1	1	1	1	1	1	1	1	1	1	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.719444444	1	1	1	1	1	1	1	1	1	1	1	0		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.720138889	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	0	1	0	1	1	1	1	1	1	1
1.720833333	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.721527778	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.722222222	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
1.722916667	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.723611111	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	0	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.724305556	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	0	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.725	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	0	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.725694444	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.726388889	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.727083333	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.727777778	1	1	1	1	1	1	1	1	0	1	1	1		1	0	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.728472222	1	1	1	1	1	1	1	1	0	1	1	1		1	0	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.729166667	1	1	1	1	1	1	1	1	0	1	1	1		1	0	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.729861111	1	1	1	1	1	1	1	1	0	1	1	1		1	0	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.730555556	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.73125	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.731944444	1	1	1	0	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.732638889	1	1	1	0	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.733333333	1	1	1	0	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	0	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1.734027778	1	1	1	0	1	1	1	1	0	1	1	0		0	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1.734722222	0	1	1	0	1	1	1	1	0	1	1	0		0	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1.735416667	0	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	0	1	1	1	0	1		0	1			0	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1.736111111	0	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1.736805556	0	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	0	1	1	1	0	1		0	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1.7375	0	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	1	1	1	1	0	1		0	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1.738194444	0	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	1	1	1	1	0	1		1	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1.738888889	0	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	1	1	1	1	0	1		1	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.739583333	0	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	1	1	1	1	0	1		1	1			1	1	1	1	0	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.740277778	0	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	1	0	1	1	0	1		1	1			1	1	1	1	1	0	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.740972222	1	1	1	0	1	1	1	1	0	1	1	0		1	1	1	1	1	1	0	1	1	0	1		1	1			1	1	1	1	1	0	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.741666667	1	1	1	0	1	1	1	1	1	1	1	0		1	1	1	1	1	1	0	1	1	1	1		1	1			1	1	1	1	1	0	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.742361111	1	1	1	0	1	1	1	1	1	1	1	0		1	1	1	1	1	1	0	1	1	1	1		1	1			1	1	1	1	1	0	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.743055556	1	1	1	0	1	1	1	1	1	1	1	0		1	1	1	1	1	1	0	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.74375	1	1	1	0	1	1	1	1	1	1	1	0		1	1	1	1	1	1	0	1	1	1	1		1	1			1	1	0	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.744444444	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			0	1	0	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.745138889	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	0	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1.745833333	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	0	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.746527778	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	0	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.747222222	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	0	1	1	1	1	1	1	1	1	1	0	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.747916667	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	0		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1.748611111	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	0	1	0	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	0		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1.749305556	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	0	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	0		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1.75	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	0	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	0		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1.750694444	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	0		1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
1.751388889	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
1.752083333	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1.752777778	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1.753472222	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.754166667	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.754861111	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	0	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.755555556	1	1	1	1	0	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.75625	1	1	1	1	0	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1.756944444	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1.757638889	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.758333333	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1.759027778	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.759722222	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.760416667	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.761111111	1	1	1	0	0	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.761805556	1	1	1	0	0	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.7625	1	1	1	0	0	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.763194444	1	1	1	0	0	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.763888889	1	1	1	0	0	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.764583333	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	0	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.765277778	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.765972222	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1.766666667	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	0	0	1	1	1	1
1.767361111	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	0	1	1	0	0	1	1	1	1
1.768055556	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
1.76875	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
1.769444444	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
1.770138889	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
1.770833333	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	0	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
1.771527778	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	0			1	1	0	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
1.772222222	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	0	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
1.772916667	1	1	1	0	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
1.773611111	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
1.774305556	1	1	1	1	1	1	1	1	1	0	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
1.775	1	1	1	1	1	1	1	1	1	0	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	0	1	1	1	1	1	1	1	1		1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1.775694444	1	1	1	1	1	1	1	1	1	0	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1.776388889	1	1	1	1	1	1	1	1	1	0	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1.777083333	1	1	1	1	1	1	1	1	1	0	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	0	1	1	1	1	0	1	1	1	1	1	1	1	1
1.777777778	1	1	1	1	1	1	1	1	1	0	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	0	1	1	1	1		1	0	1	1	1	1	0	1	1	1	1	1	1	1	1
1.778472222	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	0	1	1	1	0	0	1	1	1	1	1	1	1	1
1.779166667	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.779861111	0	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.780555556	0	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			0	1	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.78125	0	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.781944444	0	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	0	1	0	1		1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1.782638889	0	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	0	1	0	1		1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
1.783333333	0	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	0	1	0	1		1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
1.784027778	0	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1	0	1	0	1		1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
